Stage;Segment;Experience Level;Product Tier;CampaignType;Industry;Market Maturity;Territory;Country;State Province;Created Date;CloseDate;Status;Units;Revenue;ClosePct;Product Name;Product Category;List Price
Proposal;Enterprise;Junior;Standard;Digital Ads;Healthcare;Mature;North America;Canada;Ontario;2023-06-01;2023-06-19;Lost;546;109887,99;0,5;Smart Speaker Mini;Devices;201
Qualification;Mid-Market;Mid-Level;Basic;Webinar;Government;Emerging;LATAM;Mexico;Mexico City;2023-04-09;2023-06-20;Won;333;42982,73;0,4;Parental Control Suite;Software;129
Prospecting;Mid-Market;Senior;Standard;Digital Ads;Manufacturing;Growth;APAC;Australia;New South Wales;2023-05-15;2023-06-21;Lost;393;71165,56;0,0;Office Suite Basic;Software;181
Negotiation;Mid-Market;Principal;Basic;Email Campaign;Technology;Emerging;LATAM;Brazil;São Paulo;2023-04-04;2023-06-21;Lost;326;34930,52;0,6;Premium Headphones;Accessories;107
Proposal;Mid-Market;Senior;Premium;Partner Program;Government;Mature;EMEA;United Kingdom;Scotland;2023-05-22;2023-06-22;Lost;45;35667,53;0,6;"E-reader Platinum 8"" 32 GB";Devices;780
Negotiation;Enterprise;Principal;Premium;Digital Ads;Finance;Mature;North America;Canada;British Columbia;2023-06-03;2023-06-22;Won;135;93750,6;0,7;"Tablet Pro 11"" 128 GB";Devices;694
Qualification;Mid-Market;Mid-Level;Basic;Partner Program;Education;Mature;EMEA;Germany;Hesse;2023-04-30;2023-06-25;Lost;225;24100,58;0,4;Premium Headphones;Accessories;107
Prospecting;Mid-Market;Senior;Basic;Conference;Healthcare;Mature;EMEA;Denmark;Hovedstaden;2023-06-08;2023-06-25;Won;629;73701,72;0,1;"Protective Case 6""";Accessories;117
Proposal;Enterprise;Senior;Standard;Partner Program;Finance;Mature;EMEA;United Kingdom;Scotland;2023-06-16;2023-06-26;Won;523;83734,18;0,4;Office Suite Enterprise;Software;160
Qualification;Mid-Market;Principal;Standard;Conference;Healthcare;Mature;EMEA;United Kingdom;England;2023-04-20;2023-06-26;Won;171;67471,94;0,4;Installation Service;Services;393
Negotiation;Enterprise;Senior;Premium;Partner Program;Healthcare;Growth;APAC;Japan;Tokyo;2023-06-07;2023-06-28;Won;94;130515,42;0,8;Onsite Training;Services;1382
Prospecting;Mid-Market;Mid-Level;Basic;Partner Program;Education;Mature;North America;United States;Texas;2023-05-30;2023-06-29;Lost;372;43615,09;0,1;Cloud Sync Pro;Software;117
Proposal;Mid-Market;Principal;Premium;Conference;Education;Mature;North America;Canada;British Columbia;2023-06-10;2023-06-29;Won;57;48880,53;0,5;Extended Warranty;Services;855
Proposal;Mid-Market;Junior;Basic;Email Campaign;Manufacturing;Growth;APAC;Australia;Victoria;2023-04-22;2023-06-30;Won;435;56206,06;0,5;Parental Control Suite;Software;129
Final Review;Mid-Market;Principal;Basic;Webinar;Healthcare;Mature;North America;Canada;Ontario;2023-06-02;2023-06-30;Won;250;32320,78;0,9;Parental Control Suite;Software;129
Proposal;Mid-Market;Principal;Basic;Digital Ads;Healthcare;Mature;North America;Canada;Quebec;2023-06-22;2023-07-07;Won;387;45371,16;0,4;"Protective Case 6""";Accessories;117
Negotiation;Mid-Market;Senior;Premium;Partner Program;Government;Mature;North America;Canada;British Columbia;2023-04-19;2023-07-07;Lost;99;77702,73;0,6;"E-reader Platinum 8"" 32 GB";Devices;780
Qualification;Mid-Market;Junior;Standard;Partner Program;Manufacturing;Mature;EMEA;France;Auvergne-Rhône-Alpes;2023-05-25;2023-07-07;Lost;156;38114,02;0,3;ReadingPlus Annual;Software;244
Proposal;Enterprise;Principal;Standard;Email Campaign;Retail;Mature;North America;Canada;Quebec;2023-05-06;2023-07-09;Won;516;103882,77;0,6;Smart Speaker Mini;Devices;201
Proposal;Enterprise;Junior;Premium;Digital Ads;Technology;Mature;EMEA;Germany;Bavaria;2023-06-09;2023-07-09;Won;139;96807,02;0,6;"Tablet Pro 11"" 128 GB";Devices;694
Negotiation;Mid-Market;Senior;Basic;Conference;Manufacturing;Mature;North America;Canada;British Columbia;2023-06-22;2023-07-10;Won;531;68592,35;0,7;Parental Control Suite;Software;129
Negotiation;Enterprise;Senior;Premium;Conference;Healthcare;Mature;North America;Canada;British Columbia;2023-06-19;2023-07-10;Won;121;103713,56;0,7;Extended Warranty;Services;855
Proposal;Enterprise;Mid-Level;Standard;Email Campaign;Technology;Mature;North America;United States;California;2023-06-06;2023-07-10;Won;445;80569,07;0,5;Office Suite Basic;Software;181
Proposal;Enterprise;Principal;Standard;Digital Ads;Finance;Mature;North America;United States;Washington;2023-06-14;2023-07-13;Lost;614;123450,59;0,5;Smart Speaker Mini;Devices;201
Prospecting;Enterprise;Junior;Premium;Partner Program;Government;Emerging;LATAM;Mexico;Jalisco;2023-06-08;2023-07-13;Lost;61;92100,19;0,0;Data Migration;Services;1487
Proposal;Enterprise;Principal;Premium;Webinar;Finance;Growth;APAC;Japan;Tokyo;2023-06-22;2023-07-14;Won;161;112300,3;0,4;"Tablet Pro 11"" 128 GB";Devices;694
Prospecting;Mid-Market;Principal;Standard;Partner Program;Technology;Mature;North America;Canada;Quebec;2023-06-26;2023-07-15;Lost;115;45500,57;0,1;Installation Service;Services;393
Prospecting;Mid-Market;Principal;Premium;Conference;Government;Mature;North America;Canada;Ontario;2023-06-12;2023-07-16;Lost;67;55531,58;0,0;Premium Support;Services;819
Prospecting;Mid-Market;Senior;Basic;Email Campaign;Manufacturing;Emerging;LATAM;Brazil;São Paulo;2023-04-28;2023-07-16;Won;1097;31829,49;0,0;Stylus Pro;Accessories;29
Proposal;Mid-Market;Junior;Basic;Email Campaign;Government;Emerging;LATAM;Mexico;Jalisco;2023-06-21;2023-07-17;Won;352;45422,4;0,5;Parental Control Suite;Software;129
Proposal;Mid-Market;Mid-Level;Basic;Webinar;Finance;Mature;EMEA;United Kingdom;Scotland;2023-05-15;2023-07-19;Won;421;49334,36;0,5;"Protective Case 6""";Accessories;117
Proposal;Mid-Market;Junior;Premium;Digital Ads;Manufacturing;Mature;North America;United States;New York;2023-05-27;2023-07-19;Won;72;62313,19;0,5;Extended Warranty;Services;855
Proposal;Mid-Market;Principal;Standard;Email Campaign;Manufacturing;Emerging;LATAM;Mexico;Jalisco;2023-07-02;2023-07-19;Won;111;43670,55;0,4;Installation Service;Services;393
Qualification;Mid-Market;Mid-Level;Standard;Partner Program;Finance;Mature;North America;Canada;British Columbia;2023-07-04;2023-07-21;Lost;160;63253,97;0,4;Installation Service;Services;393
Prospecting;Mid-Market;Senior;Basic;Conference;Finance;Mature;North America;United States;California;2023-06-14;2023-07-22;Lost;548;36178,28;0,2;Wireless Charger Pad;Accessories;66
Proposal;Mid-Market;Mid-Level;Basic;Webinar;Healthcare;Emerging;LATAM;Mexico;Jalisco;2023-06-15;2023-07-24;Lost;391;45785,29;0,5;Cloud Sync Pro;Software;117
Proposal;Mid-Market;Mid-Level;Basic;Email Campaign;Manufacturing;Growth;APAC;Australia;New South Wales;2023-06-15;2023-07-24;Won;377;48730,42;0,5;Parental Control Suite;Software;129
Prospecting;Enterprise;Senior;Premium;Email Campaign;Education;Mature;EMEA;Germany;Bavaria;2023-07-19;2023-07-26;Lost;121;104189,42;0,0;Extended Warranty;Services;855
Negotiation;Mid-Market;Mid-Level;Basic;Conference;Retail;Mature;EMEA;Denmark;Jylland;2023-06-27;2023-07-26;Won;308;36121,24;0,7;Cloud Sync Pro;Software;117
Prospecting;Mid-Market;Senior;Premium;Digital Ads;Technology;Growth;APAC;Australia;Victoria;2023-03-17;2023-07-27;Lost;30;44809,86;0,0;Data Migration;Services;1487
Proposal;Enterprise;Mid-Level;Premium;Webinar;Finance;Mature;EMEA;Denmark;Jylland;2023-03-14;2023-07-27;Won;61;92158,49;0,5;Data Migration;Services;1487
Prospecting;Mid-Market;Junior;Basic;Email Campaign;Healthcare;Growth;APAC;Japan;Osaka;2023-05-13;2023-07-27;Won;759;75940,64;0,2;"E-reader Lite 6"" 8 GB";Devices;100
Negotiation;Mid-Market;Principal;Basic;Webinar;Manufacturing;Growth;APAC;India;Karnataka;2023-06-30;2023-07-28;Won;360;46537,19;0,6;Parental Control Suite;Software;129
Negotiation;Mid-Market;Junior;Premium;Email Campaign;Healthcare;Mature;North America;United States;California;2023-06-07;2023-07-28;Won;60;41917,78;0,6;"Tablet Pro 11"" 128 GB";Devices;694
Qualification;Mid-Market;Principal;Basic;Conference;Manufacturing;Mature;EMEA;France;Auvergne-Rhône-Alpes;2023-06-09;2023-07-29;Won;367;24245,75;0,3;Wireless Charger Pad;Accessories;66
Proposal;Mid-Market;Principal;Standard;Webinar;Education;Growth;APAC;Japan;Tokyo;2023-03-08;2023-08-01;Won;285;69672;0,4;ReadingPlus Annual;Software;244
Negotiation;Mid-Market;Mid-Level;Premium;Conference;Government;Mature;EMEA;Spain;Madrid;2023-06-11;2023-08-02;Lost;69;48517,02;0,7;"Tablet Pro 11"" 128 GB";Devices;694
Qualification;Enterprise;Mid-Level;Premium;Partner Program;Finance;Emerging;LATAM;Brazil;Rio de Janeiro;2023-06-26;2023-08-03;Lost;82;113404,07;0,2;Onsite Training;Services;1382
Final Review;Mid-Market;Senior;Basic;Digital Ads;Manufacturing;Mature;North America;United States;California;2023-07-18;2023-08-06;Lost;1244;36104,61;0,9;Stylus Pro;Accessories;29
Proposal;Mid-Market;Junior;Basic;Partner Program;Manufacturing;Mature;North America;United States;California;2023-06-25;2023-08-06;Lost;578;67734,02;0,6;Cloud Sync Pro;Software;117
Negotiation;Mid-Market;Junior;Premium;Partner Program;Government;Mature;EMEA;Germany;Bavaria;2023-07-05;2023-08-06;Won;39;27376,79;0,7;"Tablet Pro 11"" 128 GB";Devices;694
Proposal;Mid-Market;Junior;Premium;Digital Ads;Manufacturing;Growth;APAC;Japan;Tokyo;2023-06-28;2023-08-06;Lost;42;63811,18;0,5;Data Migration;Services;1487
Prospecting;Mid-Market;Principal;Premium;Partner Program;Manufacturing;Mature;EMEA;Denmark;Jylland;2023-07-04;2023-08-07;Lost;95;52290,57;0,1;Smart Speaker Max;Devices;546
Prospecting;Mid-Market;Junior;Basic;Email Campaign;Retail;Emerging;LATAM;Brazil;Rio de Janeiro;2023-07-02;2023-08-08;Lost;301;25896,49;0,2;Travel Adapter Kit;Accessories;86
Qualification;Mid-Market;Principal;Premium;Partner Program;Education;Mature;North America;United States;Texas;2023-07-18;2023-08-08;Lost;74;51429,8;0,3;"Tablet Pro 11"" 128 GB";Devices;694
Qualification;Mid-Market;Principal;Premium;Digital Ads;Finance;Emerging;LATAM;Brazil;São Paulo;2023-05-03;2023-08-08;Lost;38;57682,61;0,4;Data Migration;Services;1487
Qualification;SMB;Principal;Basic;Email Campaign;Manufacturing;Mature;EMEA;France;Auvergne-Rhône-Alpes;2023-06-19;2023-08-09;Won;164;17650,47;0,2;Premium Headphones;Accessories;107
Qualification;Enterprise;Principal;Basic;Partner Program;Finance;Mature;EMEA;Denmark;Hovedstaden;2023-07-11;2023-08-11;Lost;778;100441,96;0,4;Parental Control Suite;Software;129
Prospecting;Mid-Market;Mid-Level;Premium;Partner Program;Healthcare;Mature;EMEA;Spain;Catalonia;2023-06-25;2023-08-11;Lost;51;71754,84;0,0;Onsite Training;Services;1382
Negotiation;Mid-Market;Junior;Basic;Webinar;Healthcare;Mature;North America;United States;New York;2023-07-31;2023-08-12;Won;644;64495,5;0,8;"E-reader Lite 6"" 8 GB";Devices;100
Proposal;Enterprise;Principal;Basic;Email Campaign;Healthcare;Mature;North America;United States;New York;2023-07-14;2023-08-13;Won;1427;142775,94;0,5;"E-reader Lite 6"" 8 GB";Devices;100
Prospecting;Enterprise;Junior;Premium;Digital Ads;Healthcare;Mature;North America;Canada;Quebec;2023-07-24;2023-08-14;Lost;134;114847,08;0,0;Extended Warranty;Services;855
Prospecting;Enterprise;Principal;Standard;Conference;Finance;Mature;North America;United States;Texas;2023-07-16;2023-08-15;Lost;492;89098,69;0,0;Office Suite Basic;Software;181
Final Review;Mid-Market;Senior;Basic;Webinar;Finance;Mature;North America;Canada;Quebec;2023-07-23;2023-08-16;Won;651;43012,05;0,8;Wireless Charger Pad;Accessories;66
Prospecting;Mid-Market;Principal;Premium;Digital Ads;Finance;Mature;North America;United States;Texas;2023-08-06;2023-08-18;Lost;86;70705,75;0,1;Premium Support;Services;819
Negotiation;Enterprise;Senior;Standard;Email Campaign;Education;Mature;EMEA;Germany;Bavaria;2023-07-14;2023-08-18;Won;529;84709,75;0,8;Office Suite Enterprise;Software;160
Negotiation;Enterprise;Senior;Premium;Partner Program;Finance;Mature;North America;United States;Texas;2023-07-21;2023-08-18;Won;60;83705,2;0,7;Onsite Training;Services;1382
Negotiation;SMB;Senior;Basic;Email Campaign;Government;Mature;North America;United States;Washington;2023-07-11;2023-08-18;Lost;161;13895,04;0,7;Travel Adapter Kit;Accessories;86
Prospecting;Mid-Market;Principal;Premium;Digital Ads;Manufacturing;Mature;EMEA;United Kingdom;England;2023-07-08;2023-08-18;Lost;67;55130,71;0,2;Premium Support;Services;819
Negotiation;Mid-Market;Junior;Standard;Partner Program;Manufacturing;Mature;North America;United States;California;2023-07-02;2023-08-19;Won;199;78529,27;0,7;Installation Service;Services;393
Negotiation;Mid-Market;Senior;Standard;Email Campaign;Education;Emerging;LATAM;Mexico;Mexico City;2023-06-29;2023-08-19;Won;197;77778,97;0,7;Installation Service;Services;393
Prospecting;Mid-Market;Mid-Level;Basic;Conference;Technology;Emerging;LATAM;Mexico;Jalisco;2023-07-10;2023-08-19;Won;246;26365,14;0,0;Premium Headphones;Accessories;107
Qualification;Mid-Market;Junior;Standard;Partner Program;Education;Growth;APAC;Australia;Victoria;2023-04-13;2023-08-20;Won;92;36347,49;0,2;Installation Service;Services;393
Proposal;Mid-Market;Principal;Basic;Partner Program;Finance;Mature;North America;United States;Texas;2023-08-09;2023-08-20;Lost;1179;77843,53;0,5;Wireless Charger Pad;Accessories;66
Qualification;Mid-Market;Principal;Premium;Digital Ads;Manufacturing;Emerging;LATAM;Brazil;São Paulo;2023-08-04;2023-08-21;Lost;95;74569,62;0,3;"E-reader Platinum 8"" 32 GB";Devices;780
Proposal;Mid-Market;Mid-Level;Basic;Email Campaign;Education;Mature;North America;United States;California;2023-07-13;2023-08-22;Won;512;60008,1;0,5;"Protective Case 6""";Accessories;117
Final Review;Mid-Market;Junior;Standard;Conference;Education;Mature;EMEA;Spain;Catalonia;2023-04-20;2023-08-22;Won;184;44967,76;1,0;ReadingPlus Annual;Software;244
Proposal;Enterprise;Principal;Premium;Partner Program;Manufacturing;Growth;APAC;Japan;Osaka;2023-06-29;2023-08-23;Won;191;104551,47;0,5;Smart Speaker Max;Devices;546
Negotiation;Mid-Market;Mid-Level;Standard;Conference;Education;Mature;North America;United States;Washington;2023-04-29;2023-08-24;Won;222;54265,95;0,7;ReadingPlus Annual;Software;244
Proposal;Mid-Market;Mid-Level;Basic;Email Campaign;Education;Mature;EMEA;Germany;Hesse;2023-07-03;2023-08-25;Won;1792;51969,83;0,5;Stylus Pro;Accessories;29
Prospecting;Enterprise;Mid-Level;Premium;Email Campaign;Finance;Mature;EMEA;Denmark;Jylland;2023-07-13;2023-08-25;Lost;112;87742,09;0,0;"E-reader Platinum 8"" 32 GB";Devices;780
Prospecting;Mid-Market;Principal;Standard;Conference;Manufacturing;Mature;EMEA;United Kingdom;England;2023-08-11;2023-08-27;Won;253;45910,04;0,1;Office Suite Basic;Software;181
Qualification;Mid-Market;Junior;Premium;Digital Ads;Education;Emerging;LATAM;Mexico;Mexico City;2023-07-23;2023-08-27;Lost;113;61914,51;0,4;Smart Speaker Max;Devices;546
Proposal;Mid-Market;Mid-Level;Premium;Webinar;Education;Mature;North America;United States;California;2023-05-05;2023-08-27;Won;68;56229,16;0,4;Premium Support;Services;819
Proposal;Mid-Market;Mid-Level;Basic;Conference;Healthcare;Emerging;LATAM;Mexico;Jalisco;2023-07-11;2023-08-29;Won;477;41062,62;0,4;Travel Adapter Kit;Accessories;86
Prospecting;Mid-Market;Mid-Level;Basic;Conference;Finance;Growth;APAC;Japan;Osaka;2023-07-29;2023-08-29;Lost;597;63911,73;0,2;Premium Headphones;Accessories;107
Negotiation;Enterprise;Junior;Standard;Partner Program;Healthcare;Emerging;LATAM;Mexico;Mexico City;2023-08-05;2023-08-30;Won;343;83843,68;0,7;ReadingPlus Annual;Software;244
Negotiation;Mid-Market;Junior;Standard;Partner Program;Technology;Mature;North America;United States;Texas;2023-08-11;2023-08-30;Won;167;26787,1;0,7;Office Suite Enterprise;Software;160
Prospecting;Mid-Market;Junior;Basic;Webinar;Education;Growth;APAC;Australia;New South Wales;2023-07-08;2023-08-31;Won;323;27804,47;0,0;Travel Adapter Kit;Accessories;86
Prospecting;Enterprise;Principal;Standard;Partner Program;Finance;Mature;EMEA;Denmark;Hovedstaden;2023-08-06;2023-08-31;Lost;597;108079,19;0,1;Office Suite Basic;Software;181
Prospecting;Enterprise;Mid-Level;Basic;Email Campaign;Healthcare;Growth;APAC;Australia;Victoria;2023-07-06;2023-09-01;Lost;752;97099,44;0,1;Parental Control Suite;Software;129
Qualification;Enterprise;Junior;Premium;Email Campaign;Retail;Mature;North America;United States;Washington;2023-05-02;2023-09-01;Lost;150;117018,69;0,3;"E-reader Platinum 8"" 32 GB";Devices;780
Prospecting;Mid-Market;Junior;Basic;Partner Program;Finance;Growth;APAC;Australia;Victoria;2023-05-18;2023-09-02;Lost;647;75811,67;0,1;"Protective Case 6""";Accessories;117
Proposal;Mid-Market;Mid-Level;Standard;Conference;Finance;Growth;APAC;India;Karnataka;2023-08-18;2023-09-02;Won;278;67881,04;0,5;ReadingPlus Annual;Software;244
Proposal;Mid-Market;Junior;Premium;Partner Program;Healthcare;Mature;EMEA;United Kingdom;Scotland;2023-08-17;2023-09-03;Lost;41;60988,43;0,4;Data Migration;Services;1487
Proposal;Enterprise;Senior;Standard;Partner Program;Technology;Mature;EMEA;United Kingdom;England;2023-08-22;2023-09-03;Won;249;98020,26;0,4;Installation Service;Services;393
Final Review;Mid-Market;Principal;Basic;Digital Ads;Healthcare;Growth;APAC;India;Maharashtra;2023-07-07;2023-09-04;Lost;1367;39671,37;0,8;Stylus Pro;Accessories;29
Qualification;Mid-Market;Junior;Standard;Digital Ads;Finance;Growth;APAC;Australia;Victoria;2023-08-26;2023-09-06;Won;333;67089;0,3;Smart Speaker Mini;Devices;201
Proposal;Mid-Market;Mid-Level;Standard;Partner Program;Manufacturing;Mature;North America;Canada;Quebec;2023-08-06;2023-09-06;Lost;324;79245,25;0,5;ReadingPlus Annual;Software;244
Negotiation;Mid-Market;Senior;Standard;Email Campaign;Healthcare;Mature;EMEA;United Kingdom;England;2023-08-09;2023-09-07;Won;173;31418,61;0,6;Office Suite Basic;Software;181
Proposal;Mid-Market;Senior;Basic;Email Campaign;Healthcare;Mature;EMEA;Germany;Hesse;2023-07-28;2023-09-08;Won;743;63919,61;0,5;Travel Adapter Kit;Accessories;86
Negotiation;Mid-Market;Principal;Standard;Conference;Healthcare;Mature;North America;United States;Texas;2023-08-13;2023-09-09;Won;245;59821,86;0,7;ReadingPlus Annual;Software;244
Qualification;Mid-Market;Senior;Standard;Conference;Manufacturing;Mature;EMEA;Denmark;Hovedstaden;2023-07-09;2023-09-10;Won;379;76268,11;0,3;Smart Speaker Mini;Devices;201
Proposal;Mid-Market;Junior;Basic;Conference;Healthcare;Growth;APAC;Australia;New South Wales;2023-08-20;2023-09-10;Won;416;44580,93;0,6;Premium Headphones;Accessories;107
Prospecting;Enterprise;Principal;Basic;Partner Program;Finance;Mature;North America;Canada;Quebec;2023-08-06;2023-09-10;Lost;1345;134530,87;0,1;"E-reader Lite 6"" 8 GB";Devices;100
Proposal;Enterprise;Senior;Basic;Email Campaign;Finance;Mature;North America;Canada;British Columbia;2023-08-27;2023-09-12;Won;1039;134106,02;0,5;Parental Control Suite;Software;129
Prospecting;Mid-Market;Principal;Premium;Digital Ads;Manufacturing;Mature;North America;Canada;British Columbia;2023-08-03;2023-09-12;Lost;41;61308,63;0,1;Data Migration;Services;1487
Proposal;Mid-Market;Mid-Level;Standard;Webinar;Retail;Mature;EMEA;United Kingdom;England;2023-08-01;2023-09-12;Lost;468;74932,22;0,5;Office Suite Enterprise;Software;160
Qualification;Enterprise;Junior;Premium;Partner Program;Manufacturing;Growth;APAC;India;Delhi;2023-07-28;2023-09-13;Lost;126;103572,49;0,4;Premium Support;Services;819
Proposal;Mid-Market;Junior;Standard;Webinar;Education;Mature;North America;Canada;Quebec;2023-07-22;2023-09-14;Won;262;52815,36;0,6;Smart Speaker Mini;Devices;201
Negotiation;Mid-Market;Mid-Level;Basic;Digital Ads;Retail;Mature;North America;United States;Texas;2023-07-03;2023-09-14;Won;435;50996,85;0,7;"Protective Case 6""";Accessories;117
